query_id,query_text,num_joins,num_filters,num_tables,query_length,has_groupby,has_orderby,uses_index,estimated_rows,estimated_filtered_rows,execution_time
2843,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id LIMIT 500,1,0,2,73,0,0,1,48970.0,48970.0,1.9195
2844,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id,1,0,2,61,0,0,1,43425.0,43425.0,124.3632
2845,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE C.state = 'Minnesota' ORDER BY P.price ASC,2,1,3,151,0,1,1,48970.0,4897.0,27.7804
2846,"SELECT email, city, last_name, country FROM Customers ORDER BY first_name DESC",0,0,1,78,0,1,0,9794.0,9794.0,13.9314
2847,"SELECT rating, id, name FROM Products WHERE price >= 272.23 OR price <= 410.27",0,2,1,78,0,0,0,4825.0,2680.2875,4.5022
2848,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE P.price >= 1674.04 OR O.status = 'Shipped' OR C.city = 'Adkinstown' LIMIT 25",2,3,3,273,0,0,1,43425.0,43425.0,0.5508
2849,"SELECT O.id, O.order_date, O.quantity, O.total_amount, P.name, P.category, P.price FROM Orders O JOIN Products P ON O.product_id = P.id WHERE P.category = 'Automotive' OR P.price <= 555.22",1,2,2,188,0,0,1,43425.0,17370.0,31.7779
2850,"SELECT created_at, country FROM Customers WHERE state = 'South Carolina' AND city = 'Aliciaview' AND email LIKE '%sierra.cummings.6876%'",0,3,1,136,0,0,1,1.0,0.05,1.0366
2851,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE O.total_amount > 1547.95,1,1,2,94,0,0,1,49381.0,16458.687299999998,72.3413
2852,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE O.total_amount > 342.2 AND C.city = 'Adamport',1,2,2,116,0,0,1,5.0,1.6664999999999999,4.5734
2853,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE P.price >= 1777.01 AND P.category = 'Electronics' ORDER BY C.last_name DESC LIMIT 100,2,2,3,194,0,1,1,4536.0,487.16639999999995,3.0832
2854,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id",1,0,2,131,0,0,1,48970.0,48970.0,65.9009
2855,"SELECT C.id, COUNT(O.id), SUM(O.total_amount) FROM Orders O JOIN Customers C ON O.customer_id = C.id GROUP BY C.id",1,0,2,114,1,0,1,48970.0,48970.0,36.904
2856,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE O.status = 'Completed' OR P.price >= 1674.04 OR C.state = 'New Jersey' OR P.category = 'Home & Kitchen',2,4,3,212,0,0,1,43425.0,43425.0,144.2858
2857,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE O.order_date >= '2026-01-22' ORDER BY O.order_date DESC LIMIT 250,2,1,3,174,0,1,1,20280.0,20280.0,11.4538
2858,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE O.status = 'Cancelled' OR P.price >= 272.23 OR C.state = 'Washington' ORDER BY O.total_amount DESC",2,3,3,295,0,1,1,43425.0,43425.0,149.7477
2859,"SELECT C.state, P.category, SUM(O.total_amount), COUNT(O.id) FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id GROUP BY C.state, P.category ORDER BY SUM(O.total_amount) DESC",2,0,3,217,1,1,1,43425.0,43425.0,75.1884
2860,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id",2,0,3,190,0,0,1,43425.0,43425.0,78.9233
2861,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE P.price >= 757.03 OR P.category = 'Health' ORDER BY O.order_date DESC,2,2,3,178,0,1,1,43425.0,17370.0,246.5573
2862,"SELECT C.state, COUNT(O.id), SUM(O.total_amount) FROM Orders O JOIN Customers C ON O.customer_id = C.id GROUP BY C.state",1,0,2,120,1,0,1,48970.0,48970.0,52.8166
2863,"SELECT id, status, product_id, quantity FROM Orders WHERE total_amount > 1777.01",0,1,1,80,0,0,0,49381.0,16458.687299999998,14.7999
2864,"SELECT C.state, COUNT(O.id), SUM(O.total_amount) FROM Orders O JOIN Customers C ON O.customer_id = C.id GROUP BY C.state",1,0,2,120,1,0,1,48970.0,48970.0,40.0072
2865,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE C.state = 'Nevada' AND P.category = 'Beauty' AND C.city = 'Aaronfurt' ORDER BY O.total_amount DESC LIMIT 250",2,3,3,305,0,1,1,5.0,0.0492,0.1454
2866,"SELECT description, price, rating FROM Products WHERE rating >= 4.3 OR price <= 477.85 OR stock_quantity < 116",0,3,1,110,0,0,0,4825.0,3395.3525,3.1278
2867,"SELECT O.id, O.order_date, O.quantity, O.total_amount, P.name, P.category, P.price FROM Orders O JOIN Products P ON O.product_id = P.id WHERE O.quantity >= 1 ORDER BY P.rating ASC LIMIT 50",1,1,2,188,0,1,1,43425.0,14473.5525,3.2458
2868,"SELECT order_date, COUNT(*), SUM(total_amount), AVG(total_amount) FROM Orders GROUP BY order_date",0,0,1,97,1,0,1,49381.0,49381.0,23.9997
2869,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id WHERE P.price <= 41.07 OR P.rating >= 3.1,1,2,2,103,0,0,1,43425.0,24122.587499999998,64.5454
2870,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE C.state = 'Nevada' OR O.status = 'Cancelled' LIMIT 500",1,2,2,192,0,0,1,48970.0,48970.0,6.664
2871,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id,1,0,2,63,0,0,1,48970.0,48970.0,112.4709
2872,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id ORDER BY P.price ASC,2,0,3,123,0,1,1,43425.0,43425.0,210.8737
2873,"SELECT O.id, O.order_date, O.quantity, O.total_amount, P.name, P.category, P.price FROM Orders O JOIN Products P ON O.product_id = P.id WHERE O.status = 'Cancelled' OR P.rating >= 3.9",1,2,2,183,0,0,1,43425.0,43425.0,48.3239
2874,SELECT * FROM Customers LIMIT 50,0,0,1,32,0,0,0,9794.0,9794.0,1.366
2875,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE C.city = 'Aaronland' OR O.order_date >= '2024-07-28' OR C.state = 'New Jersey' OR P.category = 'Sports' ORDER BY O.total_amount DESC,2,4,3,241,0,1,1,43425.0,43425.0,379.1352
2876,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE P.category = 'Home & Kitchen' OR O.status = 'Cancelled' OR P.price >= 191.5 OR C.state = 'New Mexico',2,4,3,210,0,0,1,43425.0,43425.0,177.898
2877,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id ORDER BY C.last_name ASC,1,0,2,88,0,1,1,48970.0,48970.0,166.857
2878,"SELECT category, COUNT(*), AVG(price), MIN(price), MAX(price), AVG(rating) FROM Products GROUP BY category LIMIT 500",0,0,1,116,1,0,1,4825.0,4825.0,17.3157
2879,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE O.total_amount > 151.0 AND C.city = 'Alejandroburgh' ORDER BY O.order_date ASC",1,2,2,216,0,1,1,5.0,1.6664999999999999,0.2683
2880,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id WHERE P.price <= 26.48 AND P.rating >= 4.0,1,2,2,104,0,0,1,522.0,173.9826,1.1731
2881,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE C.state = 'Pennsylvania' ORDER BY C.last_name DESC,2,1,3,159,0,1,1,48970.0,4897.0,11.3176
2882,"SELECT state, COUNT(*), GROUP_CONCAT(SUBSTRING(email, 1, 5)) FROM Customers GROUP BY state",0,0,1,90,1,0,0,9794.0,9794.0,8.9457
2883,"SELECT customer_id, quantity, status, total_amount FROM Orders WHERE total_amount > 95.66 LIMIT 25",0,1,1,98,0,0,0,49381.0,16458.687299999998,0.2242
2884,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE O.order_date >= '2025-04-12' OR P.price >= 1926.02 ORDER BY P.price DESC,2,2,3,181,0,1,1,43425.0,43425.0,113.0466
2885,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id ORDER BY P.price DESC",2,0,3,212,0,1,1,43425.0,43425.0,101.4897
2886,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id ORDER BY O.order_date DESC,1,0,2,90,0,1,1,48970.0,48970.0,210.7625
2887,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id WHERE P.price <= 107.43 OR O.status = 'Refunded' OR P.rating >= 3.3,1,3,2,129,0,0,1,43425.0,43425.0,65.3184
2888,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id WHERE O.status = 'Shipped' ORDER BY O.total_amount DESC,1,1,2,117,0,1,1,49381.0,4938.1,24.6005
2889,"SELECT status, COUNT(*), SUM(total_amount), AVG(total_amount) FROM Orders GROUP BY status ORDER BY SUM(total_amount) ASC LIMIT 10",0,0,1,129,1,1,0,49381.0,49381.0,17.4907
2890,SELECT * FROM Products WHERE category = 'Books' AND price <= 459.86 ORDER BY price DESC,0,2,1,87,0,1,1,486.0,118.53540000000001,0.5923
2891,"SELECT stock_quantity, id FROM Products WHERE rating >= 3.0 OR category = 'Toys'",0,2,1,80,0,0,0,4825.0,1930.0,1.5814
2892,"SELECT O.id, O.order_date, O.quantity, O.total_amount, P.name, P.category, P.price FROM Orders O JOIN Products P ON O.product_id = P.id WHERE O.quantity >= 4 OR O.status = 'Refunded' LIMIT 50",1,2,2,191,0,0,1,49381.0,19752.4,0.4066
2893,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id WHERE P.rating >= 3.2 AND O.status = 'Refunded',1,2,2,109,0,0,1,43425.0,1447.3552499999998,14.4941
2894,"SELECT order_date, COUNT(*), SUM(total_amount), AVG(total_amount) FROM Orders GROUP BY order_date ORDER BY SUM(total_amount) DESC",0,0,1,129,1,1,1,49381.0,49381.0,25.5538
2895,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE O.total_amount > 746.0 AND O.status = 'Refunded' AND C.state = 'California' LIMIT 500",1,3,2,223,0,0,1,48970.0,163.07010000000002,2.7652
2896,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE O.order_date >= '2024-07-27' LIMIT 250,2,1,3,147,0,0,1,43425.0,21712.5,1.118
2897,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id ORDER BY O.total_amount DESC,2,0,3,131,0,1,1,43425.0,43425.0,396.6981
2898,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE O.total_amount > 1211.64 ORDER BY O.total_amount ASC LIMIT 500",1,1,2,200,0,1,1,49381.0,16458.687299999998,34.6074
2899,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE O.status = 'Cancelled' OR P.price >= 1953.71 ORDER BY O.order_date DESC,2,2,3,180,0,1,1,43425.0,43425.0,66.4156
2900,"SELECT country, COUNT(*), GROUP_CONCAT(SUBSTRING(email, 1, 5)) FROM Customers GROUP BY country ORDER BY COUNT(*) DESC LIMIT 500",0,0,1,127,1,1,0,9794.0,9794.0,8.4578
2901,"SELECT order_date, COUNT(*), SUM(total_amount), AVG(total_amount) FROM Orders GROUP BY order_date",0,0,1,97,1,0,1,49381.0,49381.0,24.344
2902,"SELECT O.id, O.order_date, O.quantity, O.total_amount, P.name, P.category, P.price FROM Orders O JOIN Products P ON O.product_id = P.id WHERE P.price <= 1747.07 OR O.quantity >= 4 OR O.status = 'Refunded' LIMIT 500",1,3,2,214,0,0,1,43425.0,43425.0,1.17
2903,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id WHERE P.category = 'Automotive' AND O.status = 'Pending',1,2,2,118,0,0,1,4707.0,470.7,3.8579
2904,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE O.order_date >= '2025-03-16' ORDER BY P.price DESC",2,1,3,247,0,1,1,49381.0,24690.5,107.5107
2905,SELECT * FROM Customers WHERE email LIKE '%nancy.johnson.6925%' AND state = 'Rhode Island',0,2,1,90,0,0,0,9794.0,108.71340000000001,5.4618
2906,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE C.city = 'Alishatown' OR O.status = 'Refunded' OR O.order_date <= '2025-01-04',1,3,2,148,0,0,1,48970.0,48970.0,42.1506
2907,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE C.state = 'Oklahoma' AND O.total_amount > 1915.45 AND O.status = 'Shipped' ORDER BY C.last_name ASC LIMIT 250,1,3,2,179,0,1,1,48970.0,163.07010000000002,5.6516
2908,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE C.city = 'Adamsbury'",2,1,3,217,0,0,1,5.0,5.0,0.1679
2909,"SELECT O.id, O.order_date, O.quantity, O.total_amount, P.name, P.category, P.price FROM Orders O JOIN Products P ON O.product_id = P.id WHERE O.status = 'Refunded' ORDER BY O.order_date DESC",1,1,2,190,0,1,1,49381.0,4938.1,9.5033
2910,"SELECT category, COUNT(*), AVG(price), MIN(price), MAX(price), AVG(rating) FROM Products GROUP BY category LIMIT 10",0,0,1,115,1,0,1,4825.0,4825.0,2.8039
2911,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE O.order_date <= '2025-09-21' AND O.status = 'Refunded' AND O.total_amount > 935.57 LIMIT 100",1,3,2,230,0,0,1,24690.0,822.1770000000001,2.9868
2912,"SELECT state, COUNT(*), GROUP_CONCAT(SUBSTRING(email, 1, 5)) FROM Customers GROUP BY state",0,0,1,90,1,0,0,9794.0,9794.0,5.2964
2913,"SELECT O.id, O.order_date, O.quantity, O.total_amount, P.name, P.category, P.price FROM Orders O JOIN Products P ON O.product_id = P.id WHERE P.price <= 963.48 AND P.rating >= 3.7 AND O.quantity >= 3 ORDER BY O.order_date DESC",1,3,2,226,0,1,1,43425.0,2482.21425375,15.2916
2914,"SELECT C.id, COUNT(O.id), SUM(O.total_amount) FROM Orders O JOIN Customers C ON O.customer_id = C.id GROUP BY C.id",1,0,2,114,1,0,1,48970.0,48970.0,31.3922
2915,SELECT * FROM Products WHERE rating >= 2.8 OR price <= 745.68 LIMIT 25,0,2,1,70,0,0,0,4825.0,2680.2875,0.3358
2916,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id LIMIT 10",2,0,3,199,0,0,1,43425.0,43425.0,0.1714
2917,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id",2,0,3,190,0,0,1,43425.0,43425.0,74.1133
2918,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE O.status = 'Completed' AND C.city = 'Alisonport' AND O.total_amount > 1089.31 ORDER BY C.last_name DESC",1,3,2,241,0,1,1,5.0,0.1665,4.0639
2919,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id ORDER BY C.last_name DESC",1,0,2,157,0,1,1,48970.0,48970.0,69.3924
2920,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE P.category = 'Health' AND P.price >= 935.57 AND C.state = 'California' ORDER BY C.last_name DESC",2,3,3,293,0,1,1,4401.0,236.77379999999994,6.7789
2921,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE C.state = 'Nevada' OR O.status = 'Completed'",1,2,2,182,0,0,1,48970.0,48970.0,48.9366
2922,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id,2,0,3,102,0,0,1,43425.0,43425.0,179.7495
2923,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE O.total_amount > 474.96 AND C.state = 'Virginia' AND O.order_date <= '2024-11-05' ORDER BY C.last_name ASC,1,3,2,176,0,1,1,48970.0,530.8348000000001,16.9748
2924,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id ORDER BY P.price ASC,2,0,3,123,0,1,1,43425.0,43425.0,183.3242
2925,SELECT * FROM Products WHERE rating >= 3.1 OR stock_quantity < 183 ORDER BY name DESC,0,2,1,85,0,1,0,4825.0,2680.2875,21.8554
2926,"SELECT country, state FROM Customers WHERE country = 'Fiji' OR state = 'Ohio' OR email LIKE '%ronald.snyder.4740%' ORDER BY country DESC",0,3,1,136,0,1,0,9794.0,2742.32,3.6842
2927,SELECT * FROM Orders ORDER BY order_date DESC,0,0,1,45,0,1,0,49381.0,49381.0,90.175
2928,SELECT * FROM Products WHERE price <= 519.6 AND stock_quantity < 270,0,2,1,68,0,0,1,1305.0,434.9565,5.6138
2929,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id WHERE O.status = 'Refunded',1,1,2,89,0,0,1,49381.0,4938.1,17.0761
2930,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE O.status = 'Shipped' AND C.state = 'Mississippi' AND O.total_amount > 1744.81",1,3,2,215,0,0,1,48970.0,163.07010000000002,5.6687
2931,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE C.city = 'Allenberg' OR C.state = 'South Dakota' LIMIT 100,2,2,3,167,0,0,1,48970.0,4901.897,1.0221
2932,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE P.price >= 1228.71 ORDER BY O.order_date ASC LIMIT 25,2,1,3,162,0,1,1,65.0,24.96,0.3856
2933,"SELECT O.id, O.order_date, O.quantity, O.total_amount, P.name, P.category, P.price FROM Orders O JOIN Products P ON O.product_id = P.id WHERE P.price <= 1857.57 OR O.status = 'Pending'",1,2,2,184,0,0,1,43425.0,43425.0,79.5013
2934,"SELECT phone, last_name, city, id FROM Customers WHERE state = 'Kentucky'",0,1,1,73,0,0,0,9794.0,979.4000000000001,4.6986
2935,"SELECT id, description, name, stock_quantity FROM Products WHERE price >= 745.68 OR rating >= 3.1 OR stock_quantity < 259",0,3,1,121,0,0,0,4825.0,3395.3525,2.8272
2936,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE O.status = 'Refunded' OR C.state = 'Michigan' OR O.order_date <= '2025-10-17',1,3,2,147,0,0,1,48970.0,48970.0,76.6952
2937,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id WHERE O.quantity >= 4 AND P.rating >= 4.3 AND O.status = 'Cancelled',1,3,2,130,0,0,1,49381.0,548.07428709,14.9074
2938,"SELECT C.id, COUNT(O.id), SUM(O.total_amount) FROM Orders O JOIN Customers C ON O.customer_id = C.id GROUP BY C.id ORDER BY SUM(O.total_amount) ASC",1,0,2,147,1,1,1,48970.0,48970.0,42.8867
2939,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE P.category = 'Home & Kitchen' ORDER BY O.total_amount ASC LIMIT 10",2,1,3,263,0,1,1,5013.0,5013.0,8.6086
2940,SELECT * FROM Orders WHERE order_date >= '2026-02-03' AND status = 'Shipped' AND total_amount > 227.26 ORDER BY customer_id ASC,0,3,1,127,0,1,0,49381.0,622.2006,9.1595
2941,"SELECT C.state, P.category, SUM(O.total_amount), COUNT(O.id) FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id GROUP BY C.state, P.category ORDER BY SUM(O.total_amount) DESC",2,0,3,217,1,1,1,43425.0,43425.0,68.9233
2942,"SELECT category, COUNT(*), AVG(price), MIN(price), MAX(price), AVG(rating) FROM Products GROUP BY category ORDER BY AVG(price) DESC",0,0,1,131,1,1,1,4825.0,4825.0,2.9329
2943,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE C.city = 'Alexview' AND O.total_amount > 745.65 AND O.order_date <= '2025-10-26' ORDER BY C.city DESC,1,3,2,171,0,1,1,5.0,0.833,0.1864
2944,"SELECT status, customer_id FROM Orders WHERE order_date >= '2025-10-17' AND total_amount > 826.11 AND status = 'Refunded' ORDER BY total_amount DESC",0,3,1,148,0,1,0,49381.0,824.6627,7.0037
2945,"SELECT status, COUNT(*), SUM(total_amount), AVG(total_amount) FROM Orders GROUP BY status ORDER BY SUM(total_amount) DESC",0,0,1,121,1,1,0,49381.0,49381.0,16.5559
2946,"SELECT rating, stock_quantity, description FROM Products ORDER BY id DESC LIMIT 10",0,0,1,82,0,1,1,10.0,10.0,0.1148
2947,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE C.city = 'Alexanderborough' OR P.price >= 818.54 OR C.state = 'Louisiana' OR O.order_date >= '2024-12-30' ORDER BY O.order_date DESC,2,4,3,241,0,1,1,43425.0,43425.0,304.0065
2948,"SELECT C.city, COUNT(O.id), SUM(O.total_amount) FROM Orders O JOIN Customers C ON O.customer_id = C.id GROUP BY C.city LIMIT 250",1,0,2,128,1,0,1,1250.0,1250.0,14.6441
2949,"SELECT C.state, P.category, SUM(O.total_amount), COUNT(O.id) FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id GROUP BY C.state, P.category",2,0,3,183,1,0,1,43425.0,43425.0,84.388
2950,SELECT * FROM Products WHERE rating >= 4.8 OR price <= 1777.01 OR stock_quantity < 195 LIMIT 10,0,3,1,95,0,0,0,4825.0,3395.3525,0.1658
2951,"SELECT C.state, P.category, SUM(O.total_amount), COUNT(O.id) FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id GROUP BY C.state, P.category",2,0,3,183,1,0,1,43425.0,43425.0,68.1078
2952,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE O.status = 'Cancelled' ORDER BY O.total_amount DESC LIMIT 25",2,1,3,257,0,1,1,49381.0,4938.1,7.6036
2953,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id ORDER BY C.last_name DESC,1,0,2,89,0,1,1,48970.0,48970.0,132.5276
2954,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id WHERE O.status = 'Shipped' OR C.state = 'North Carolina' OR P.price >= 935.57 OR O.order_date >= '2026-01-03' LIMIT 100",2,4,3,310,0,0,1,43425.0,43425.0,8.128
2955,"SELECT status, COUNT(*), SUM(total_amount), AVG(total_amount) FROM Orders GROUP BY status",0,0,1,89,1,0,0,49381.0,49381.0,19.3457
2956,SELECT * FROM Orders O JOIN Products P ON O.product_id = P.id WHERE P.price <= 95.66 AND P.category = 'Automotive' AND P.rating >= 3.9 ORDER BY O.total_amount DESC LIMIT 500,1,3,2,173,0,1,1,2061.0,74.40209999999999,0.7435
2957,"SELECT category, COUNT(*), AVG(price), MIN(price), MAX(price), AVG(rating) FROM Products GROUP BY category LIMIT 25",0,0,1,115,1,0,1,4825.0,4825.0,2.9148
2958,SELECT * FROM Orders,0,0,1,20,0,0,0,49381.0,49381.0,67.1878
2959,"SELECT C.city, COUNT(O.id), SUM(O.total_amount) FROM Orders O JOIN Customers C ON O.customer_id = C.id GROUP BY C.city",1,0,2,118,1,0,1,48970.0,48970.0,39.8337
2960,"SELECT C.state, P.category, SUM(O.total_amount), COUNT(O.id) FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id GROUP BY C.state, P.category",2,0,3,183,1,0,1,43425.0,43425.0,69.2771
2961,SELECT * FROM Products WHERE price >= 1211.64 OR category = 'Beauty' OR rating >= 4.6,0,3,1,85,0,0,0,4825.0,2895.0,3.9306
2962,SELECT * FROM Products WHERE category = 'Beauty' AND stock_quantity < 235,0,2,1,73,0,0,1,475.0,158.3175,0.6734
2963,SELECT * FROM Products WHERE rating >= 3.3 OR price >= 370.06 OR stock_quantity < 291,0,3,1,85,0,0,0,4825.0,3395.3525,7.4022
2964,"SELECT state, country, id, created_at FROM Customers WHERE state = 'Oklahoma' OR email LIKE '%dean.cruz.8917%' OR city = 'Alanside' LIMIT 500",0,3,1,141,0,0,0,9794.0,1959.7794000000004,3.8096
2965,"SELECT status, COUNT(*), SUM(total_amount), AVG(total_amount) FROM Orders GROUP BY status LIMIT 500",0,0,1,99,1,0,0,49381.0,49381.0,16.7918
2966,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id WHERE C.state = 'Washington' AND O.total_amount > 1034.98 ORDER BY C.last_name DESC,1,2,2,147,0,1,1,48970.0,1632.1701,4.7427
2967,"SELECT C.state, P.category, SUM(O.total_amount), COUNT(O.id) FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id GROUP BY C.state, P.category",2,0,3,183,1,0,1,43425.0,43425.0,68.466
2968,"SELECT O.id, O.order_date, O.total_amount, C.first_name, C.last_name, C.city, P.name, P.category FROM Orders O JOIN Customers C ON O.customer_id = C.id JOIN Products P ON O.product_id = P.id ORDER BY O.total_amount DESC",2,0,3,219,0,1,1,43425.0,43425.0,178.6796
2969,SELECT * FROM Products WHERE category = 'Home & Kitchen' ORDER BY stock_quantity DESC,0,1,1,85,0,1,1,557.0,557.0,5.7372
2970,SELECT * FROM Orders O JOIN Customers C ON O.customer_id = C.id ORDER BY O.order_date DESC,1,0,2,90,0,1,1,48970.0,48970.0,202.6076
